"TYPE","PARENT","STATE","COMPLETED","FOCUS","NAME","TAGS","TIME","ENERGY","WAITINGFOR","STARTDATE","DUEDATE","NOTES",
"Task","Standalone","Logbook","2025-10-30","","Onboarding for Martin","","","","","","2025-10-30","",
"Task","Standalone","Logbook","2025-10-27","","slack","","","","","","","",
"Task","Standalone","Logbook","2025-10-27","","linear","","","","","","","",
"Task","Standalone","Logbook","2025-10-27","","Summarize EMEA lead role progress","","","","","","","",
"Task","Standalone","Logbook","2025-10-27","","follow up loyalty issue","","","","","","","https://linear.app/canary-technologies/issue/GF-1225/pre-arrival-message-not-sent-22963836#comment-d69022bc",
"Task","Standalone","Logbook","2025-10-28","","Communicate demo work to relevant people","","","","","","","",
"Task","Standalone","Logbook","2025-10-27","","reviews","","","","","","","",
"Task","Standalone","Logbook","2025-10-28","","reply giacomo","","","","","","","",
"Task","Standalone","Logbook","2025-10-27","","Help with deactivation","","","","","","","https://linear.app/canary-technologies/issue/ENT-4650/tried-to-cut-hotel-from-parent-brand-deactivate-but-ran-into-issues",
"Task","Standalone","Logbook","2025-10-27","","Ken Sandhu","","","","","","","https://linear.app/canary-technologies/issue/ENT-4591/ken-sandhu-to-be-added-to-multiple-properties",
"Task","Standalone","Logbook","2025-10-27","","Access issues","","","","","","","https://linear.app/canary-technologies/issue/ENT-4647/support-users-gateway-access",
"Task","Standalone","Logbook","2025-10-28","","PMS validation and re-run go-live","","","","","","","https://linear.app/canary-technologies/issue/ENT-4621/failed-pms-validation-errors-for-2-new-property-openings",
"Task","Standalone","Logbook","2025-10-30","","Review lever","","","","","","2025-10-31","",
"Task","Standalone","Logbook","2025-10-28","","schedule EMEA lead round up","","","","","","","",
"Task","Standalone","Logbook","2025-10-27","","Configure room upgrades","","","","","","","https://linear.app/canary-technologies/issue/ENT-4648/emea-site-id-19804-upsells-images-displaying-incorrectly",
"Task","Standalone","Logbook","2025-10-27","","Tom feedback","","","","","","","",
"Task","Standalone","Logbook","2025-10-31","","self review","","","","","","2025-10-31","",
"Task","Standalone","Logbook","2025-10-28","","HELP with deactivate hotel issue","","","","","","","",
"Task","Standalone","Scheduled/Repeating","","","Blake directs updates","","","","","2026-04-13","","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdacTemperature check - we should know who’s underwater, support or change expectations. We’ll start with a silent read, then Blake may ask for clarifications.People - be aware of challenges and get ahead of themUnblock - unblock decisions within the meeting (3-5 min max), or coordinate rapid follow-ups with the relevant folksTee Ups - we do not want this to be another Eng Leads. We’ll limit discussions that occur within this meeting, but it’s useful to frame of discussions and figure out who’s relevant",
"Task","Standalone","Logbook","2025-10-31","","prep for 90 min interview","","","","","","2025-10-31","https://www.notion.so/canarytechnologies/Who-Interview-5b69ef0963c6442d80472381897f9f8d?source=copy_link",
"Task","Standalone","Logbook","2025-10-31","","Remember candidate round-up call 1030pm","","","","","","2025-10-31","",
"Task","Standalone","Logbook","2025-11-3","","read directs","","","","","","2025-11-03","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdac#29981468615180899a82d04b34d01451",
"Task","Standalone","Logbook","2025-10-30","","This issue iwth IHG","","","","","","","https://linear.app/canary-technologies/issue/ENT-4657/guest-journey-template-messages-alignment-and-script-activation-issue",
"Task","Standalone","Logbook","2025-10-28","","review","","","","","","","",
"Task","Standalone","Logbook","2025-10-30","","sprint planning","","","","","","","",
"Task","Standalone","Logbook","2025-10-30","","plan reviews - read suds notes.","","","","","","","",
"Task","Standalone","Logbook","2025-10-30","","slack","","","","","","","",
"Task","Standalone","Logbook","2025-10-31","","Review Rami competency before review","","","","","","2025-10-31","",
"Task","Standalone","Logbook","2025-11-4","","Review MP, LM competency before review","","","","","","2025-11-04","",
"Task","Standalone","Logbook","2025-10-30","","Notes for Ryan Review and familiarly","","","","","","","",
"Task","Standalone","Logbook","2025-10-30","","notes for LD review and familiarity","","","","","","","",
"Task","Standalone","Logbook","2025-11-3","","Fill in remainder of onboarding for Martin","","","","","","2025-10-31","https://www.notion.so/canarytechnologies/Martin-Rodriguez-29c814686151803cb87cf24dfda65a61?source=copy_link",
"Task","Standalone","Logbook","2025-10-30","","Set alarms for cnadidates review","","","","","","2025-10-31","",
"Task","Standalone","Logbook","2025-10-30","","REad RCA for Wyndham issues.","","","","","","","https://www.notion.so/canarytechnologies/RCAs-for-Wyndham-payment-related-issues-299814686151807daf99d46a95aecb8b?source=copy_link",
"Task","Standalone","Logbook","2025-12-16","","Coordinate Linear projects with Key results","","","","","","2025-12-16","https://www.notion.so/canarytechnologies/Linear-Project-Tracking-Overhaul-2af814686151808180c6dc65f3344dfa?source=copy_link",
"Task","Standalone","Logbook","2025-10-30","","Resolve whether IHG users will be locked out from username/pword login after we set their sso name ID>","","","","","","","",
"Task","Standalone","Logbook","2025-11-3","","Come up with some specific written recommendations for Laura as follow-up actions on the review","","","","","","","",
"Task","Standalone","Logbook","2025-10-30","","Send Ryan the triage agent codebase","","","","","","","",
"Task","Standalone","Logbook","2025-10-31","","HAve Ryan feed back to the team on how to work with QA","","","","","","","",
"Task","Standalone","Logbook","2025-12-2","","Justification document for Laura's rating","","","","","","2025-12-01","",
"Task","Standalone","Logbook","2025-10-30","","lever feedback","","","","","","","",
"Task","Standalone","Logbook","2025-10-31","","Questions for Cheryl Moh","","","","","","","",
"Task","Standalone","Logbook","2025-11-13","","Scope BW reg card","","","","","","","https://linear.app/canary-technologies/issue/ENT-4674/implement-portfolio-extendable-registration-cards-in-best-western",
"Task","Standalone","Logbook","2025-10-31","","Send Rami the definitions of of the performance levels","","","","","","","",
"Task","Standalone","Logbook","2025-11-3","","martin starter ticket","","","","","","","",
"Task","Standalone","Logbook","2025-10-31","","Contact Khush - manager and peer","","","","","","","",
"Task","Standalone","Logbook","2025-11-1","","write up James MOrton notes","","","","","","","",
"Task","Standalone","Logbook","2025-11-4","","read","","","","","","2025-11-04","https://blog.sshh.io/p/how-i-use-every-claude-code-feature",
"Task","Standalone","Logbook","2025-11-3","","Blake directs updates","","","","","","2025-11-03","Temperature check - we should know who’s underwater, support or change expectations. We’ll start with a silent read, then Blake may ask for clarifications.People - be aware of challenges and get ahead of themUnblock - unblock decisions within the meeting (3-5 min max), or coordinate rapid follow-ups with the relevant folksTee Ups - we do not want this to be another Eng Leads. We’ll limit discussions that occur within this meeting, but it’s useful to frame of discussions and figure out who’s relevant",
"Task","Standalone","Logbook","2025-11-3","","move martijn weds","","","","","","","",
"Task","Standalone","Logbook","2025-11-3","","Incident retro","","","","","","","https://www.notion.so/2025-11-01-Approximate-age-of-oldest-message-on-SQS-queue-gateway-fetch-high-priority-us-in-region-u-29f81468615181fc9033dce921aec009",
"Task","Standalone","Logbook","2025-11-4","","Verify and reply permissions messages","","","","","","","https://linear.app/canary-technologies/issue/ENT-4685/bw-restrict-welcome-message",
"Task","Standalone","Logbook","2025-11-3","","Book holiday monday","","","","","","","",
"Task","Standalone","Logbook","2025-11-3","","reviews","","","","","","","",
"Task","Standalone","Logbook","2025-11-4","","Fix all demo hotel issues.","","","","","","","",
"Task","Standalone","Logbook","2025-11-5","","add starter tickets and links to Martin","","","","","","2025-11-05","",
"Task","Standalone","Logbook","2025-12-1","","Fix up this PR","","","","","","","https://github.com/canary-technologies-corp/canary/pull/33342/files",
"Task","Standalone","Logbook","2025-11-4","","Move Tom Evans through as Senior Software engineer, with leadership promise","","","","","","","",
"Task","Standalone","Logbook","2025-11-4","","prepare for tom evans","","","","","","","",
"Task","Standalone","Logbook","2025-11-7","","Continue spiking portfolio-led config changes","","","","","","2025-11-07","",
"Task","Standalone","Logbook","2025-11-4","","review","","","","","","","",
"Task","Standalone","Logbook","2025-11-6","","Wyndham portfolio clean up MUST precede export shipping. Scope this work.","","","","","","","",
"Task","Standalone","Logbook","2025-11-12","","Prep for Tom E deep-dive interview","","","","","","2025-11-12","",
"Task","Standalone","Logbook","2025-11-5","","Prep for Martijn deep-dive","","","","","","2025-11-05","",
"Task","Standalone","Logbook","2025-11-4","","reject and feedback Niel, Alex b","","","","","","","",
"Task","Standalone","Logbook","2025-11-11","","Schedule ladder alignments in 1-1s.","","","","","","","",
"Task","Standalone","Logbook","2025-11-5","","Can a claude hook make it use the mcp?","","","","","","","",
"Task","Standalone","Logbook","2025-11-5","","Can I get datadog MCP?","","","","","","","",
"Task","Standalone","Logbook","2025-11-7","","read","","","","","","","https://simonwillison.net/2025/Oct/16/claude-skills/",
"Task","Standalone","Logbook","2025-11-5","","Check on sprints","","","","","","","",
"Task","Standalone","Logbook","2025-11-5","","Update effort","","","","","","","https://canarytechnologies.slack.com/archives/C02MVAEJD0Q/p1762174808188929",
"Task","Standalone","Logbook","2025-11-5","","address visual","","","","","","","https://linear.app/canary-technologies/issue/ENT-4691/fetch-future-reservations-not-checking-for-visual-matrix-hotels",
"Task","Standalone","Logbook","2025-11-6","","seach for other affected accounts due to fetch future bug","","","","","","","",
"Task","Standalone","Logbook","2025-11-6","","shcedule reference check shit","","","","","","","",
"Task","Standalone","Logbook","2025-11-12","","coordinate with Justin and set up the Work to remove the welcoem message exception","","","","","","","coordinate with Justin and set up the Work to remove the exception",
"Task","Standalone","Logbook","2025-11-6","","Should I revert?","","","","","","","",
"Task","Standalone","Logbook","2025-11-7","","Sage medical reason snore","","","","","","","",
"Task","Standalone","Logbook","2025-11-6","","Review Lauta","","","","","","","",
"Task","Standalone","Logbook","2025-11-6","","Martin mini starter project - skip checks","","","","","","","",
"Task","Standalone","Logbook","2025-11-6","","sprint planning","","","","","","","",
"Task","Standalone","Logbook","2025-11-6","","read ryan handover","","","","","","","",
"Task","Standalone","Logbook","2025-11-12","","scope this and other SSO issues for acutal work","","","","","","2025-11-12","https://linear.app/canary-technologies/issue/ENT-4394/ux-show-clear-message-when-non-sso-user-doesnt-have-hotels",
"Task","Standalone","Logbook","2025-11-14","","Remind Lauta demoing export","","","","","","2025-11-14","",
"Task","Standalone","Logbook","2025-11-7","","GET ON TOP OF IHG SSO","","","","","","","",
"Task","Standalone","Logbook","2025-11-7","","check rami's ticket","","","","","","","https://linear.app/canary-technologies/issue/ENT-4709/sites-activating-tomorrow-without-room-types",
"Task","Standalone","Logbook","2025-11-7","","Read claude skills","","","","","","","https://github.com/anthropics/claude-cookbooks/tree/main/skills",
"Task","Standalone","Logbook","2025-11-7","","SPH room type issues","","","","","","","",
